1.5;1.6
1.5;1.54
1.5;1.52
1.51;1.55
1.5;1.6
1.56;1.6
1.43;1.53
1.51;1.6
1.52;1.54
1.43;1.51
1.49;1.51
1.43;1.6
1.43;1.6
1.43;1.6
1.57;1.6
1.43;1.6
1.44;1.6
1.58;1.59
1.57;1.59
1.43;1.58
1.43;1.58
1.55;1.58
1.43;1.58
1.43;1.58
1.43;1.54
1.43;1.58
1.43;1.58
1.56;1.57
1.55;1.57
1.54;1.57
1.43;1.57
1.53;1.57
1.43;1.57
1.55;1.57
1.43;1.57
1.53;1.56
1.43;1.56
1.53;1.56
1.43;1.56
1.54;1.56
1.52;1.56
1.47;1.5
1.47;1.5
1.47;1.57
1.47;1.49
1.54;1.57
1.43;1.57
1.53;1.57
1.43;1.45
1.43;1.57
1.48;1.57
1.51;1.57
1.43;1.44
1.43;1.45
1.43;1.57
1.46;1.49
1.54;1.57
1.49;1.51
1.51;1.53
1.49;1.57
1.54;1.57
1.49;1.56
1.49;1.5
1.49;1.57
1.46;1.57
1.5;1.53
1.46;1.47
1.46;1.57
1.48;1.5
1.46;1.47
1.49;1.57
1.47;1.48
1.47;1.57
1.47;1.57
1.48;1.49
1.48;1.57
1.54;1.57
1.5;1.51
1.53;1.54
1.5;1.51
1.51;1.54
1.5;1.53
1.5;1.51
1.5;1.53
1.53;1.57
1.48;1.57
1.48;1.5
1.48;1.49
1.48;1.49
1.47;1.57
1.47;1.57
1.47;1.5
1.49;1.5
1.47;1.5
1.47;1.48
1.47;1.5
1.47;1.51
1.47;1.48
1.53;1.57
1.53;1.54
1.53;1.57
1.55;1.57
1.55;1.57
1.56;1.57
1.46;1.49
1.46;1.54
1.53;1.54
1.46;1.57
1.49;1.57
1.46;1.5
1.54;1.57
1.46;1.48
1.48;1.56
1.55;1.56
1.46;1.56
1.46;1.5
1.47;1.51
1.54;1.56
1.46;1.56
1.55;1.56
1.55;1.56
1.46;1.49
1.46;1.49
1.46;1.49
1.46;1.5
1.46;1.48
1.55;1.56
1.46;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.46;1.5
1.46;1.56
1.46;1.5
1.49;1.53
1.46;1.56
1.46;1.56
1.55;1.56
1.46;1.52
1.46;1.5
1.54;1.56
1.46;1.56
1.46;1.56
1.49;1.56
1.46;1.5
1.46;1.56
1.46;1.47
1.53;1.56
1.46;1.54
1.46;1.56
1.55;1.56
1.46;1.56
1.46;1.56
1.47;1.48
1.47;1.49
1.49;1.56
1.46;1.49
1.46;1.49
1.55;1.56
1.46;1.48
1.53;1.56
1.46;1.56
1.46;1.49
1.55;1.56
1.55;1.56
1.52;1.56
1.54;1.56
1.55;1.56
1.46;1.51
1.46;1.56
1.46;1.56
1.46;1.56
1.46;1.56
1.46;1.56
1.46;1.56
1.46;1.55
1.46;1.51
1.51;1.56
1.46;1.47
1.46;1.5
1.52;1.56
1.46;1.49
1.46;1.49
1.46;1.56
1.46;1.5
1.49;1.5
1.5;1.52
1.52;1.56
1.47;1.51
1.5;1.56
1.47;1.5
1.47;1.48
1.47;1.48
1.47;1.48
1.46;1.48
1.48;1.49
1.46;1.5
1.48;1.5
1.48;1.5
1.46;1.51
1.53;1.56
1.46;1.56
1.55;1.56
1.46;1.53
1.46;1.49
1.48;1.56
1.46;1.47
1.46;1.56
1.46;1.56
1.49;1.56
1.49;1.52
1.46;1.48
1.49;1.51
1.49;1.51
1.49;1.56
1.46;1.56
1.46;1.48
1.46;1.54
1.46;1.47
1.55;1.56
1.46;1.49
1.46;1.51
1.46;1.51
1.46;1.51
1.46;1.51
1.47;1.51
1.46;1.54
1.46;1.56
1.46;1.5
1.46;1.56
1.46;1.49
1.46;1.56
1.54;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.52;1.55
1.52;1.56
1.46;1.51
1.46;1.49
1.46;1.47
1.54;1.56
1.46;1.48
1.46;1.48
1.46;1.5
1.46;1.56
1.46;1.47
1.46;1.56
1.46;1.56
1.46;1.5
1.53;1.56
1.52;1.55
1.49;1.5
1.46;1.56
1.46;1.47
1.49;1.53
1.5;1.53
1.49;1.56
1.49;1.56
1.49;1.53
1.53;1.56
1.46;1.56
1.46;1.5
1.52;1.56
1.46;1.52
1.5;1.52
1.53;1.55
1.53;1.56
1.55;1.56
1.53;1.56
1.55;1.56
1.52;1.53
1.53;1.55
1.46;1.55
1.51;1.56
1.52;1.56
1.46;1.52
1.5;1.56
1.46;1.47
1.46;1.5
1.46;1.48
1.54;1.56
1.46;1.54
1.46;1.5
1.51;1.54
1.5;1.56
1.54;1.55
1.53;1.56
1.54;1.56
1.52;1.56
1.46;1.5
1.51;1.56
1.46;1.54
1.52;1.56
1.46;1.47
1.49;1.5
1.46;1.53
1.51;1.53
1.46;1.47
1.46;1.47
1.46;1.5
1.46;1.51
1.46;1.48
1.46;1.49
1.47;1.49
1.53;1.56
1.47;1.5
1.47;1.5
1.53;1.56
1.55;1.56
1.48;1.52
1.48;1.52
1.48;1.52
1.55;1.56
1.54;1.56
1.48;1.56
1.47;1.49
1.47;1.48
1.5;1.51
1.5;1.51
1.5;1.51
1.5;1.51
1.53;1.54
1.52;1.54
1.51;1.54
1.5;1.53
1.46;1.49
1.46;1.48
1.46;1.48
1.46;1.48
1.46;1.5
1.46;1.56
1.46;1.56
1.51;1.55
1.53;1.56
1.53;1.56
1.52;1.54
1.52;1.56
1.55;1.56
1.46;1.56
1.46;1.52
1.46;1.49
1.46;1.5
1.46;1.48
1.52;1.55
1.54;1.55
1.5;1.51
1.52;1.55
1.46;1.55
1.46;1.55
1.46;1.55
1.51;1.55
1.46;1.52
1.54;1.55
1.54;1.55
1.51;1.52
1.51;1.52
1.46;1.48
1.46;1.49
1.46;1.55
1.49;1.5
1.48;1.52
1.51;1.55
1.46;1.5
1.46;1.5
1.46;1.55
1.55;1.56
1.46;1.56
1.47;1.48
1.47;1.56
1.55;1.56
1.53;1.56
1.54;1.55
1.52;1.54
1.52;1.56
1.46;1.55
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.54;1.56
1.54;1.56
1.46;1.56
1.53;1.56
1.46;1.56
1.46;1.49
1.46;1.49
1.52;1.56
1.54;1.56
1.52;1.55
1.46;1.47
1.46;1.48
1.49;1.5
1.46;1.56
1.46;1.5
1.53;1.56
1.53;1.56
1.55;1.56
1.55;1.56
1.5;1.51
1.5;1.51
1.54;1.56
1.5;1.54
1.5;1.55
1.46;1.52
1.46;1.47
1.54;1.56
1.54;1.56
1.54;1.56
1.46;1.56
1.46;1.56
1.53;1.56
1.54;1.56
1.54;1.56
1.54;1.55
1.48;1.53
1.48;1.49
1.52;1.55
1.46;1.47
1.46;1.55
1.54;1.55
1.53;1.55
1.46;1.47
1.55;1.56
1.46;1.56
1.46;1.49
1.54;1.56
1.51;1.52
1.52;1.56
1.48;1.49
1.5;1.56
1.53;1.56
1.53;1.56
1.54;1.56
1.48;1.56
1.48;1.5
1.53;1.56
1.55;1.56
1.48;1.49
1.52;1.56
1.48;1.56
1.48;1.56
1.48;1.56
1.48;1.5
1.48;1.5
1.55;1.56
1.46;1.56
1.52;1.56
1.5;1.52
1.51;1.52
1.51;1.52
1.51;1.54
1.46;1.54
1.46;1.48
1.48;1.51
1.46;1.54
1.46;1.56
1.46;1.56
1.46;1.52
1.46;1.53
1.46;1.48
1.46;1.56
1.52;1.56
1.54;1.56
1.46;1.54
1.46;1.56
1.48;1.49
1.52;1.55
1.46;1.55
1.46;1.48
1.54;1.55
1.53;1.55
1.49;1.55
1.46;1.55
1.46;1.51
1.53;1.55
1.46;1.54
1.48;1.49
1.46;1.55
1.53;1.55
1.51;1.55
1.46;1.5
1.46;1.48
1.46;1.55
1.46;1.5
1.46;1.55
1.46;1.55
1.46;1.55
1.5;1.53
1.5;1.55
1.48;1.52
1.54;1.55
1.46;1.55
1.46;1.5
1.46;1.55
1.46;1.49
1.48;1.55
1.46;1.47
1.46;1.56
1.52;1.56
1.55;1.56
1.52;1.55
1.54;1.56
1.53;1.54
1.51;1.54
1.46;1.56
1.46;1.47
1.55;1.56
1.46;1.47
1.53;1.56
1.46;1.49
1.49;1.5
1.49;1.52
1.49;1.56
1.47;1.56
1.52;1.56
1.46;1.56
1.53;1.56
1.46;1.48
1.55;1.56
1.51;1.55
1.47;1.51
1.46;1.56
1.47;1.51
1.47;1.49
1.51;1.52
1.46;1.5
1.46;1.48
1.46;1.48
1.46;1.56
1.46;1.47
1.46;1.56
1.46;1.56
1.46;1.47
1.48;1.49
1.54;1.56
1.51;1.52
1.52;1.53
1.51;1.52
1.55;1.56
1.55;1.56
1.54;1.56
1.54;1.56
1.53;1.56
1.53;1.56
1.55;1.56
1.53;1.56
1.46;1.56
1.5;1.53
1.51;1.53
1.5;1.53
1.5;1.53
1.51;1.53
1.51;1.53
1.46;1.5
1.46;1.56
1.46;1.48
1.51;1.56
1.46;1.47
1.55;1.56
1.55;1.56
1.54;1.56
1.54;1.56
1.51;1.54
1.52;1.53
1.54;1.56
1.5;1.56
1.53;1.55
1.54;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.46;1.56
1.46;1.5
1.48;1.56
1.49;1.56
1.46;1.47
1.46;1.47
1.46;1.47
1.48;1.49
1.46;1.56
1.47;1.49
1.46;1.47
1.46;1.48
1.46;1.47
1.46;1.5
1.5;1.51
1.48;1.51
1.5;1.56
1.46;1.56
1.46;1.56
1.46;1.49
1.46;1.47
1.46;1.47
1.46;1.56
1.46;1.47
1.46;1.47
1.46;1.49
1.46;1.5
1.47;1.56
1.46;1.56
1.46;1.56
1.46;1.56
1.5;1.52
1.46;1.49
1.46;1.56
1.46;1.49
1.46;1.49
1.45;1.49
1.45;1.56
1.5;1.52
1.52;1.54
1.52;1.56
1.45;1.46
1.45;1.56
1.54;1.55
1.54;1.56
1.45;1.52
1.53;1.56
1.45;1.5
1.53;1.56
1.55;1.56
1.54;1.56
1.48;1.5
1.54;1.56
1.49;1.52
1.53;1.56
1.53;1.56
1.55;1.56
1.54;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.54;1.55
1.48;1.56
1.48;1.56
1.52;1.56
1.48;1.51
1.48;1.51
1.48;1.51
1.46;1.49
1.45;1.46
1.46;1.48
1.45;1.49
1.5;1.56
1.47;1.48
1.55;1.56
1.55;1.56
1.54;1.56
1.47;1.56
1.54;1.56
1.47;1.56
1.47;1.56
1.47;1.56
1.47;1.56
1.55;1.56
1.55;1.56
1.45;1.56
1.45;1.56
1.55;1.56
1.49;1.52
1.49;1.52
1.49;1.51
1.49;1.51
1.49;1.53
1.49;1.56
1.52;1.56
1.49;1.56
1.53;1.56
1.49;1.56
1.52;1.56
1.45;1.48
1.53;1.56
1.45;1.49
1.45;1.49
1.45;1.46
1.45;1.49
1.46;1.49
1.45;1.46
1.52;1.56
1.45;1.49
1.46;1.48
1.45;1.46
1.45;1.47
1.45;1.46
1.45;1.46
1.45;1.46
1.46;1.47
1.45;1.47
1.45;1.51
1.52;1.54
1.52;1.54
1.45;1.5
1.52;1.53
1.52;1.53
1.45;1.54
1.52;1.54
1.45;1.48
1.45;1.47
1.45;1.54
1.45;1.54
1.45;1.46
1.45;1.46
1.52;1.53
1.45;1.48
1.45;1.46
1.45;1.46
1.45;1.46
1.45;1.46
1.49;1.5
1.47;1.48
1.45;1.49
1.45;1.49
1.49;1.53
1.45;1.46
1.45;1.46
1.45;1.47
1.45;1.47
1.45;1.54
1.53;1.54
1.46;1.5
1.46;1.5
1.55;1.56
1.47;1.51
1.47;1.49
1.47;1.52
1.47;1.51
1.53;1.56
1.53;1.56
1.47;1.56
1.47;1.56
1.55;1.56
1.54;1.56
1.46;1.55
1.46;1.5
1.53;1.56
1.53;1.56
1.45;1.46
1.45;1.56
1.45;1.49
1.48;1.54
1.45;1.47
1.45;1.48
1.45;1.56
1.55;1.56
1.45;1.47
1.54;1.56
1.55;1.56
1.46;1.56
1.52;1.56
1.45;1.56
1.55;1.56
1.54;1.55
1.45;1.46
1.45;1.56
1.45;1.48
1.45;1.48
1.48;1.5
1.45;1.46
1.45;1.49
1.55;1.56
1.54;1.56
1.54;1.55
1.53;1.56
1.53;1.54
1.45;1.48
1.46;1.56
1.54;1.56
1.45;1.49
1.45;1.56
1.45;1.46
1.45;1.48
1.55;1.56
1.49;1.56
1.45;1.46
1.45;1.46
1.46;1.48
1.45;1.48
1.47;1.48
1.47;1.56
1.52;1.56
1.45;1.56
1.45;1.46
1.45;1.56
1.45;1.52
1.45;1.47
1.48;1.56
1.45;1.49
1.45;1.56
1.45;1.47
1.45;1.49
1.45;1.56
1.46;1.48
1.53;1.56
1.52;1.53
1.53;1.56
1.49;1.5
1.45;1.46
1.49;1.56
1.54;1.56
1.54;1.55
1.52;1.56
1.49;1.52
1.46;1.56
1.45;1.56
1.45;1.56
1.45;1.56
1.5;1.56
1.45;1.46
1.45;1.48
1.46;1.49
1.45;1.49
1.47;1.49
1.47;1.48
1.46;1.47
1.53;1.56
1.5;1.51
1.45;1.49
1.45;1.56
1.45;1.46
1.45;1.56
1.45;1.49
1.45;1.49
1.45;1.55
1.45;1.56
1.45;1.56
1.45;1.46
1.45;1.48
1.5;1.52
1.45;1.52
1.45;1.48
1.45;1.46
1.45;1.46
1.49;1.56
1.55;1.56
1.45;1.56
1.45;1.47
1.45;1.48
1.49;1.56
1.54;1.56
1.52;1.54
1.45;1.48
1.55;1.56
1.46;1.56
1.46;1.56
1.46;1.48
1.45;1.47
1.52;1.56
1.45;1.56
1.45;1.56
1.54;1.55
1.45;1.56
1.45;1.56
1.45;1.49
1.45;1.46
1.45;1.56
1.55;1.56
1.53;1.56
1.48;1.52
1.45;1.49
1.48;1.52
1.48;1.5
1.48;1.5
1.45;1.5
1.5;1.52
1.5;1.52
1.45;1.48
1.52;1.56
1.45;1.47
1.48;1.49
1.45;1.46
1.55;1.56
1.45;1.56
1.52;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.55;1.56
1.53;1.56
1.54;1.56
1.54;1.56
1.53;1.56
1.52;1.54
1.52;1.56
1.45;1.55
1.45;1.47
1.45;1.48
1.48;1.56
1.55;1.56
1.55;1.56
1.53;1.56
1.45;1.5
1.45;1.56
1.45;1.53
1.53;1.56
1.55;1.56
1.45;1.56
1.45;1.56
1.54;1.56
1.45;1.48
1.45;1.49
1.45;1.56
1.45;1.56
1.45;1.56
1.45;1.56
1.54;1.56
1.45;1.51
1.5;1.51
1.51;1.56
1.45;1.47
1.45;1.47
1.45;1.47
1.45;1.48
1.49;1.56
1.48;1.51
1.48;1.56
1.45;1.49
1.55;1.56
1.45;1.47
1.54;1.56
1.53;1.56
1.54;1.56
1.45;1.56
1.45;1.48
1.45;1.56
1.47;1.56
1.5;1.56
1.45;1.56
1.45;1.56
1.45;1.49
1.45;1.48
1.45;1.46
1.5;1.51
1.48;1.51
1.52;1.56
1.45;1.46
1.45;1.5
1.45;1.56
1.55;1.56
1.55;1.56
1.45;1.55
1.54;1.56
1.55;1.56
1.45;1.49
1.45;1.46
1.45;1.48
1.45;1.48
1.45;1.56
1.45;1.46
1.54;1.56
1.55;1.56
1.53;1.54
1.54;1.56
1.55;1.56
1.45;1.56
1.54;1.56
1.52;1.54
1.45;1.56
1.53;1.56
1.46;1.47
1.46;1.48
1.46;1.56
1.48;1.56
1.46;1.51
1.55;1.56
1.51;1.55
1.52;1.56
1.46;1.47
1.46;1.47
1.46;1.5
1.46;1.56
1.46;1.56
1.46;1.47
1.51;1.56
1.46;1.51
1.46;1.49
1.46;1.56
1.55;1.56
1.55;1.56
1.46;1.47
1.46;1.47
1.46;1.56
1.46;1.56
1.53;1.56
1.55;1.56
1.52;1.55
1.52;1.53
1.46;1.49
1.46;1.48
1.45;1.48
1.49;1.5
1.49;1.53
1.48;1.55
1.48;1.56
1.46;1.56
1.45;1.49
1.45;1.48
1.53;1.56
1.45;1.56
1.45;1.47
1.46;1.47
1.46;1.47
1.49;1.51
1.45;1.56
1.46;1.56
1.54;1.56
1.52;1.53
1.52;1.55
1.52;1.56
1.45;1.52
1.48;1.51
1.53;1.56
1.45;1.55
1.55;1.56
1.45;1.46
1.5;1.56
1.47;1.49
1.47;1.49
1.47;1.51
1.49;1.51
1.52;1.56
1.55;1.56
1.54;1.56
1.47;1.48
1.48;1.5
1.48;1.5
1.5;1.51
1.5;1.51
1.55;1.56
1.55;1.56
1.47;1.56
1.47;1.5
1.47;1.51
1.53;1.56
1.45;1.56
1.45;1.48
1.45;1.56
1.45;1.47
1.45;1.46
1.53;1.56
1.47;1.48
1.47;1.5
1.47;1.48
1.47;1.48
1.47;1.48
1.47;1.48
1.47;1.51
1.47;1.49
1.52;1.56
1.45;1.56
1.52;1.56
1.48;1.49
1.52;1.56
1.48;1.53
1.48;1.53
1.48;1.49
1.46;1.49
1.49;1.51
1.54;1.56
1.45;1.46
1.45;1.48
1.47;1.48
1.55;1.56
1.45;1.49
1.45;1.56
1.45;1.46
1.46;1.56
1.45;1.46
1.46;1.47
1.45;1.48
1.45;1.48
1.45;1.46
1.46;1.47
1.46;1.49
1.45;1.56
1.45;1.47
1.45;1.55
1.45;1.56
1.45;1.56
1.53;1.56
1.54;1.56
1.45;1.56
1.53;1.56
1.53;1.56
1.45;1.56
1.45;1.56
1.45;1.56
1.45;1.46
1.52;1.56
1.45;1.56
1.45;1.46
1.45;1.49
1.45;1.48
1.45;1.55
1.45;1.56
1.45;1.47
1.45;1.47
1.55;1.56
1.52;1.56
1.46;1.49
1.51;1.53
1.46;1.56
1.52;1.56
1.5;1.52
1.46;1.49
1.46;1.56
1.45;1.46
1.45;1.46
1.45;1.56
1.52;1.56
1.54;1.56
1.45;1.55
1.45;1.52
1.45;1.55
1.45;1.56
1.5;1.56
1.5;1.51
1.48;1.51
1.45;1.48
1.45;1.47
1.48;1.49
1.45;1.56
1.45;1.49
1.45;1.48
1.45;1.56
1.51;1.54
1.45;1.56
1.48;1.56
1.45;1.56
1.45;1.54
1.44;1.48
1.44;1.48
1.44;1.45
1.44;1.45
1.52;1.56
1.52;1.54
1.52;1.54
1.55;1.56
1.54;1.55
1.44;1.56
1.44;1.56
1.54;1.56
1.44;1.56
1.44;1.45
1.55;1.56
1.44;1.49
1.48;1.49
1.48;1.49
1.52;1.56
1.5;1.56
1.45;1.47
1.49;1.52
1.47;1.56
1.45;1.5
1.45;1.56
1.45;1.46
1.48;1.56
1.55;1.56
1.52;1.56
1.48;1.56
1.45;1.56
1.45;1.56
1.44;1.48
1.44;1.56
1.44;1.47
1.44;1.56
1.54;1.55
1.55;1.56
1.55;1.56
1.53;1.56
1.53;1.55
1.52;1.53
1.52;1.53
1.44;1.5
1.44;1.52
1.44;1.45
1.44;1.46
1.44;1.47
1.44;1.56
1.44;1.46
1.44;1.56
1.44;1.46
1.44;1.5
1.44;1.45
1.52;1.56
1.44;1.45
1.5;1.52
1.49;1.5
1.44;1.52
1.44;1.52
1.44;1.52
1.47;1.52
1.44;1.52
1.55;1.56
1.44;1.56
1.45;1.49
